symbol,is_nifty50,financial_period,result_date_announced_to_nse,actual_result_declaration_date,prior_notice_days,intimation_details,raw_broadcast_time
SAIL,NO,Qtr ended 31-DEC-2024,2025-02-11,2025-02-12,1 Days Prior Notice,"Financial Result Updates  Steel Authority of India Limited has submitted to the Exchange, the financial results for the ",12-FEB-2025
SIEMENS,NO,Qtr ended 31-DEC-2024,N/A,2025-02-12,N/A,N/A,12-FEB-2025
APOLLOHOSP,YES ✅,Qtr ended 31-DEC-2024,2025-01-14,2025-02-11,28 Days Prior Notice,Reply to Clarification- Financial results The Exchange had sought clarification from Apollo Hospitals Enterprise Limited,11-FEB-2025
EICHERMOT,YES ✅,Qtr ended 31-DEC-2024,2025-02-10,2025-02-11,1 Days Prior Notice,"Financial Result Updates  Eicher Motors Limited has submitted to the Exchange, the financial results for the period ende",11-FEB-2025
IDEA,NO,Qtr ended 31-DEC-2024,2025-01-20,2025-02-11,22 Days Prior Notice,Rumour Verification - Regulation 30(11) Intimation pursuant to Regulation 30(11) of the SEBI (Listing Obligations and Di,11-FEB-2025
NYKAA,NO,Qtr ended 31-DEC-2024,2025-02-10,2025-02-11,1 Days Prior Notice,"Financial Result Updates  FSN E Commerce Ventures Limited has submitted to the Exchange, the financial results for the p",11-FEB-2025
FORCEMOT,NO,Quarterly Financial Results,2025-02-10,2025-02-10,0 Days Prior Notice,"Financial Result Updates  FORCE MOTORS LTD has submitted to the Exchange, the financial results for the period ended Dec",10-Feb-2025 17:49:10
GRASIM,YES ✅,Qtr ended 31-DEC-2024,2025-01-31,2025-02-10,10 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Intimation of schedule of Analysts / Institutional Investor Meet,10-FEB-2025
NATIONALUM,NO,Qtr ended 31-DEC-2024,N/A,2025-02-10,N/A,N/A,10-FEB-2025
PATANJALI,NO,Qtr ended 31-DEC-2024,N/A,2025-02-10,N/A,N/A,10-FEB-2025
VBL,NO,Qtr ended 31-DEC-2024,2025-02-04,2025-02-10,6 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates We wish to inform you that pursuant to Regulation 30 of the SEBI ,10-FEB-2025
OIL,NO,Qtr ended 31-DEC-2024,2025-02-07,2025-02-08,1 Days Prior Notice,Outcome of Board Meeting Oil India Limited has informed the Exchange regarding outcome of Board meeting held on February,08-FEB-2025
ALKEM,NO,Qtr ended 31-DEC-2024,N/A,2025-02-07,N/A,N/A,07-FEB-2025
BDL,NO,Qtr ended 31-DEC-2024,N/A,2025-02-07,N/A,N/A,07-FEB-2025
COCHINSHIP,NO,Qtr ended 31-DEC-2024,2025-02-06,2025-02-07,1 Days Prior Notice,"Financial Result Updates  Cochin Shipyard Limited has submitted to the Exchange, the financial results for the period en",07-FEB-2025
DELHIVERY,NO,Qtr ended 31-DEC-2024,2025-01-31,2025-02-07,7 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Delhivery Limited has informed the Exchange that the Company will,07-FEB-2025
FORTIS,NO,Qtr ended 31-DEC-2024,N/A,2025-02-07,N/A,N/A,07-FEB-2025
LICI,NO,Quarterly Financial Results,2025-01-13,2025-02-07,25 Days Prior Notice,Updates Life Insurance Corporation Of India has informed the Exchange regarding 'Outcome of Board Meeting'.,07-Feb-2025 17:05:11
M&M,YES ✅,Qtr ended 31-DEC-2024,2025-01-27,2025-02-07,11 Days Prior Notice,General Updates Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations,07-FEB-2025
MAZDOCK,NO,Qtr ended 31-DEC-2024,N/A,2025-02-07,N/A,N/A,07-FEB-2025
NHPC,NO,Qtr ended 31-DEC-2024,N/A,2025-02-07,N/A,N/A,07-FEB-2025
PIIND,NO,Qtr ended 31-DEC-2024,2025-02-06,2025-02-07,1 Days Prior Notice,"Financial Result Updates  PI Industries Limited has submitted to the Exchange, the financial results for the period ende",07-FEB-2025
AUROPHARMA,NO,Qtr ended 31-DEC-2024,N/A,2025-02-06,N/A,N/A,06-FEB-2025
BHARTIARTL,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-02-06,N/A,N/A,06-FEB-2025
BRITANNIA,NO,Qtr ended 31-DEC-2024,2025-01-09,2025-02-06,28 Days Prior Notice,Rumour Verification - Regulation 30(11) Intimation under Regulation 30 (11) of the Securities and Exchange Board of Indi,06-FEB-2025
BSE,NO,Qtr ended 31-DEC-2024,N/A,2025-02-06,N/A,N/A,06-FEB-2025
CUMMINSIND,NO,Qtr ended 31-DEC-2024,2025-01-02,2025-02-06,35 Days Prior Notice,Updates Cummins India Limited has informed the Exchange regarding 'Intimation regarding change of name of Registrar and ,06-FEB-2025
HEROMOTOCO,NO,Qtr ended 31-DEC-2024,2025-01-11,2025-02-06,26 Days Prior Notice,Action(s) taken or orders passed Please find enclosed herewith the intimation made by the Company under Regulation 30 re,06-FEB-2025
ITC,YES ✅,Qtr ended 31-DEC-2024,2025-01-15,2025-02-06,22 Days Prior Notice,Credit Rating- New ITC Limited has informed the Exchange about Intimation of ESG Score assigned by SES ESG Research Priv,06-FEB-2025
NMDC,NO,Qtr ended 31-DEC-2024,2025-01-08,2025-02-06,29 Days Prior Notice,"Outcome of Board Meeting NMDC Limited has informed the Exchange regarding Outcome of Board Meeting held on January 08, 2",06-FEB-2025
PGEL,NO,Qtr ended 31-DEC-2024,N/A,2025-02-06,N/A,N/A,06-FEB-2025
RECLTD,NO,Quarterly Financial Results,2025-01-03,2025-02-06,34 Days Prior Notice,"General Updates Intimation of Business Performance of the Company for the quarter and nine months ended December 31, 202",06-Feb-2025 15:04:39
RECLTD,NO,Quarterly Financial Results,2025-01-03,2025-02-06,34 Days Prior Notice,"General Updates Intimation of Business Performance of the Company for the quarter and nine months ended December 31, 202",06-Feb-2025 15:00:38
SBIN,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-02-06,N/A,N/A,06-FEB-2025
SOLARINDS,NO,Qtr ended 31-DEC-2024,2025-02-05,2025-02-06,1 Days Prior Notice,Outcome of Board Meeting Solar Industries India Limited has informed the Exchange regarding  Board meeting held on Febru,06-FEB-2025
TRENT,YES ✅,Qtr ended 31-DEC-2024,2025-02-04,2025-02-06,2 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Trent Limited has informed the Exchange about Intimation of sched,06-FEB-2025
UNOMINDA,NO,Qtr ended 31-DEC-2024,2025-01-09,2025-02-06,28 Days Prior Notice,Action(s) taken or orders passed Intimation Under Regulation 30 Of The SEBI (Listing Obligations & Disclosure Requiremen,06-FEB-2025
GVT&D,NO,Qtr ended 31-DEC-2024,N/A,2025-02-05,N/A,N/A,05-FEB-2025
NAUKRI,NO,Qtr ended 31-DEC-2024,2025-01-24,2025-02-05,12 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Info Edge (India) Limited has informed the Exchange about Confere,05-FEB-2025
PAGEIND,NO,Qtr ended 31-DEC-2024,N/A,2025-02-05,N/A,N/A,05-FEB-2025
SAGILITY,NO,Qtr ended 31-DEC-2024,2025-01-29,2025-02-05,7 Days Prior Notice,Updates Sagility India Limited has informed the Exchange regarding Intimation for Acquisition,05-FEB-2025
SWIGGY,NO,Qtr ended 31-DEC-2024,N/A,2025-02-05,N/A,N/A,05-FEB-2025
ZYDUSLIFE,NO,Qtr ended 31-DEC-2024,N/A,2025-02-05,N/A,N/A,05-FEB-2025
ADANIENSOL,NO,Qtr ended 31-DEC-2024,2025-01-23,2025-02-04,12 Days Prior Notice,Outcome of Board Meeting Adani Energy Solutions Limited has informed the Exchange regarding  Board meeting held on Janua,04-FEB-2025
ASIANPAINT,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-02-04,N/A,N/A,04-FEB-2025
GODREJPROP,NO,Qtr ended 31-DEC-2024,N/A,2025-02-04,N/A,N/A,04-FEB-2025
MFSL,NO,Qtr ended 31-DEC-2024,N/A,2025-02-04,N/A,N/A,04-FEB-2025
POWERGRID,YES ✅,Qtr ended 31-DEC-2024,2025-02-03,2025-02-04,1 Days Prior Notice,"Financial Result Updates  Power Grid Corporation of India Limited has submitted to the Exchange, the financial results f",04-FEB-2025
PREMIERENE,NO,Qtr ended 31-DEC-2024,2025-02-03,2025-02-04,1 Days Prior Notice,Outcome of Board Meeting Premier Energies Limited has informed the Exchange regarding  Board meeting held on February 03,04-FEB-2025
TATAPOWER,NO,Qtr ended 31-DEC-2024,N/A,2025-02-04,N/A,N/A,04-FEB-2025
TITAN,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-02-04,N/A,N/A,04-FEB-2025
ABCAPITAL,NO,Qtr ended 31-DEC-2024,N/A,2025-02-03,N/A,N/A,03-FEB-2025
DIVISLAB,NO,Qtr ended 31-DEC-2024,N/A,2025-02-03,N/A,N/A,03-FEB-2025
TIINDIA,NO,Qtr ended 31-DEC-2024,N/A,2025-02-03,N/A,N/A,03-FEB-2025
ADANIENT,YES ✅,Qtr ended 31-DEC-2024,2024-12-27,2025-01-31,35 Days Prior Notice,Updates Adani Enterprises Limited has informed the Exchange regarding 'Intimation of wholly owned subsidiary becoming su,31-JAN-2025
BANDHANBNK,NO,Qtr ended 31-DEC-2024,2025-01-29,2025-01-31,2 Days Prior Notice,Outcome of Board Meeting Bandhan Bank Limited has informed the Exchange regarding Outcome of Board Meeting held on Janua,31-JAN-2025
BIOCON,NO,Qtr ended 31-DEC-2024,2025-01-27,2025-01-31,4 Days Prior Notice,"Outcome of Board Meeting Biocon Limited has informed the Exchange regarding  Board meeting held on January 27, 2025.",31-JAN-2025
CONCOR,NO,Qtr ended 31-DEC-2024,2025-01-16,2025-01-31,15 Days Prior Notice,General Updates Intimation of achievement of 'Excellent' rating in MoU Performance for the financial year 2023-24,31-JAN-2025
GAIL,NO,Qtr ended 31-DEC-2024,2025-01-30,2025-01-31,1 Days Prior Notice,"Financial Result Updates  GAIL (India) Limited has submitted to the Exchange, the financial results for the period ended",31-JAN-2025
INDUSINDBK,NO,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
INOXWIND,NO,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
JINDALSTEL,NO,Qtr ended 31-DEC-2024,2025-01-30,2025-01-31,1 Days Prior Notice,"Financial Result Updates  Jindal Steel & Power Limited has submitted to the Exchange, the financial results for the peri",31-JAN-2025
KALYANKJIL,NO,Qtr ended 31-DEC-2024,2025-01-30,2025-01-31,1 Days Prior Notice,"Financial Result Updates  Kalyan Jewellers India Limited has submitted to the Exchange, the financial results for the pe",31-JAN-2025
LICHSGFIN,NO,Qtr ended 31-DEC-2024,2025-01-09,2025-01-31,22 Days Prior Notice,Updates LIC Housing Finance Limited has informed the Exchange regarding 'Intimation of Change of Name of RTA'.,31-JAN-2025
LT,YES ✅,Qtr ended 31-DEC-2024,2025-01-30,2025-01-31,1 Days Prior Notice,"Financial Result Updates  Larsen & Toubro Limited has submitted to the Exchange, the financial results for the period en",31-JAN-2025
MARICO,NO,Qtr ended 31-DEC-2024,2025-01-22,2025-01-31,9 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates This is to inform you that the Company will hold an investor/anal,31-JAN-2025
NESTLEIND,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
ONGC,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
PHOENIXLTD,NO,Qtr ended 31-DEC-2024,2025-01-09,2025-01-31,22 Days Prior Notice,Updates The Phoenix Mills Limited has informed the Exchange regarding 'Business Update - Intimation under Regulation 30 ,31-JAN-2025
PNB,NO,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
PRESTIGE,NO,Qtr ended 31-DEC-2024,2025-01-30,2025-01-31,1 Days Prior Notice,"Financial Result Updates  Prestige Estates Projects Limited has submitted to the Exchange, the financial results for the",31-JAN-2025
SUNPHARMA,YES ✅,Qtr ended 31-DEC-2024,2024-12-31,2025-01-31,31 Days Prior Notice,General Updates Sun Pharmaceutical Industries Limited has informed the Exchange about Intimation under Regulation 30 of ,31-JAN-2025
UPL,NO,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
VEDL,NO,Qtr ended 31-DEC-2024,2024-12-27,2025-01-31,35 Days Prior Notice,Action(s) taken or orders passed Intimation under Regulation 30 of Securities and Exchange Board of India (Listing Oblig,31-JAN-2025
VMM,NO,Qtr ended 31-DEC-2024,N/A,2025-01-31,N/A,N/A,31-JAN-2025
ADANIPORTS,YES ✅,Qtr ended 31-DEC-2024,2024-12-31,2025-01-30,30 Days Prior Notice,Updates Adani Ports and Special Economic Zone Limited has informed the Exchange regarding 'Intimation Of Change Of Name ,30-JAN-2025
ASTRAL,NO,Qtr ended 31-DEC-2024,2025-01-27,2025-01-30,3 Days Prior Notice,Change in Management Astral Limited has informed the Exchange about Intimation regarding Change in Senior Management Per,30-JAN-2025
BAJAJFINSV,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
BAJAJHLDNG,NO,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
BANKBARODA,NO,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
BEL,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
DABUR,NO,Qtr ended 31-DEC-2024,2025-01-13,2025-01-30,17 Days Prior Notice,Copy of Newspaper Publication Dabur India Limited has informed the Exchange about Copy of Newspaper Publication for inti,30-JAN-2025
GAIL,NO,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
MAXHEALTH,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
POLICYBZR,NO,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
SHREECEM,NO,Qtr ended 31-DEC-2024,N/A,2025-01-30,N/A,N/A,30-JAN-2025
TATACONSUM,YES ✅,Qtr ended 31-DEC-2024,2025-01-01,2025-01-30,29 Days Prior Notice,Updates TATA CONSUMER PRODUCTS LIMITED has informed the Exchange regarding 'Intimation of change in name of Registrar an,30-JAN-2025
WAAREEENER,NO,Qtr ended 31-DEC-2024,2025-01-10,2025-01-30,20 Days Prior Notice,"Outcome of Board Meeting Waaree Energies Limited has informed the Exchange regarding  Board meeting held on January 10, ",30-JAN-2025
ADANIPOWER,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
AMBUJACEM,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
BAJAJ-AUTO,YES ✅,Qtr ended 31-DEC-2024,2025-01-28,2025-01-29,1 Days Prior Notice,"Financial Result Updates  Bajaj Auto Limited has submitted to the Exchange, the financial results for the period ended D",29-JAN-2025
BAJFINANCE,YES ✅,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
BLUESTARCO,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
CAMS,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
CGPOWER,NO,Qtr ended 31-DEC-2024,2025-01-28,2025-01-29,1 Days Prior Notice,"Financial Result Updates  CG Power and Industrial Solutions Limited has submitted to the Exchange, the financial results",29-JAN-2025
CIPLA,YES ✅,Qtr ended 31-DEC-2024,2025-01-28,2025-01-29,1 Days Prior Notice,"Financial Result Updates  Cipla Limited has submitted to the Exchange, the financial results for the period ended Decemb",29-JAN-2025
GMRAIRPORT,NO,Qtr ended 31-DEC-2024,2024-12-30,2025-01-29,30 Days Prior Notice,Giving guarantees/indemnity/ becoming a surety for third party GMR AIRPORTS LIMITED has informed the Exchange about the ,29-JAN-2025
INDIANB,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
KOTAKBANK,YES ✅,Qtr ended 31-DEC-2024,2025-01-18,2025-01-29,11 Days Prior Notice,Outcome of Board Meeting Kotak Mahindra Bank Limited has informed the Exchange regarding  Board meeting held on January ,29-JAN-2025
KPITTECH,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
MARUTI,YES ✅,Qtr ended 31-DEC-2024,2025-01-23,2025-01-29,6 Days Prior Notice,General Updates Maruti Suzuki India Limited has informed the Exchange about Advance intimation regarding Price Increase,29-JAN-2025
MOTILALOFS,NO,Qtr ended 31-DEC-2024,2025-01-01,2025-01-29,28 Days Prior Notice,Updates Motilal Oswal Financial Services Limited has informed the Exchange regarding 'Intimation regarding Change of Nam,29-JAN-2025
POWERINDIA,NO,Qtr ended 31-DEC-2024,2025-01-18,2025-01-29,11 Days Prior Notice,Outcome of Board Meeting Hitachi Energy India Limited has informed the Exchange regarding  Board meeting held on January,29-JAN-2025
RADICO,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
SRF,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
TMPV,YES ✅,Qtr ended 31-DEC-2024,2025-01-01,2025-01-29,28 Days Prior Notice,Updates Tata Motors Limited has informed the Exchange regarding 'Intimation regarding the change of name of Registrar an,29-JAN-2025
VOLTAS,NO,Qtr ended 31-DEC-2024,N/A,2025-01-29,N/A,N/A,29-JAN-2025
360ONE,NO,Qtr ended 31-DEC-2024,2025-01-10,2025-01-28,18 Days Prior Notice,"Acquisition We refer to our intimation dated June 12, 2024, inter-alia with regard to the proposed acquisition by the Co",28-JAN-2025
BHEL,NO,Qtr ended 31-DEC-2024,N/A,2025-01-28,N/A,N/A,28-JAN-2025
BOSCHLTD,NO,Qtr ended 31-DEC-2024,N/A,2025-01-28,N/A,N/A,28-JAN-2025
COLPAL,NO,Qtr ended 31-DEC-2024,N/A,2025-01-28,N/A,N/A,28-JAN-2025
FEDERALBNK,NO,Qtr ended 31-DEC-2024,2025-01-27,2025-01-28,1 Days Prior Notice,"Financial Result Updates  The Federal Bank  Limited has submitted to the Exchange, the financial results for the period ",28-JAN-2025
HINDZINC,NO,Qtr ended 31-DEC-2024,N/A,2025-01-28,N/A,N/A,28-JAN-2025
HYUNDAI,NO,Qtr ended 31-DEC-2024,2025-01-01,2025-01-28,27 Days Prior Notice,"Press Release Hyundai Motor India Limited has informed the Exchange regarding a press release dated January 01, 2025, ti",28-JAN-2025
JSWENERGY,NO,Qtr ended 31-DEC-2024,2024-12-27,2025-01-28,32 Days Prior Notice,"Outcome of Board Meeting JSW Energy Limited has informed the Exchange regarding  Board meeting held on December 27, 2024",28-JAN-2025
KAYNES,NO,Qtr ended 31-DEC-2024,2025-01-22,2025-01-28,6 Days Prior Notice,Outcome of Board Meeting Kaynes Technology India Limited has informed the Exchange regarding  Board meeting held on Janu,28-JAN-2025
